State,Total_Confirmed,Total_Cured,Total_Death,DATE,Total_confirmed2,Confirmed_cases_on_this_day,Recovered_cases_on_this_day,Death_cases_on_this_day
Bihar,15,0,1,30-03-2020,15,4,0,0
Chhattisgarh,7,0,0,30-03-2020,7,0,0,0
Goa,5,0,0,30-03-2020,5,0,0,0
Haryana,36,18,0,30-03-2020,36,3,1,0
Jammu and Kashmir,48,2,2,30-03-2020,48,17,1,0
Kerala,202,19,1,30-03-2020,202,20,4,0
Madhya Pradesh,47,0,3,30-03-2020,47,17,0,1
Manipur,1,0,0,30-03-2020,1,0,0,0
Odisha,3,0,0,30-03-2020,3,0,0,0
Punjab,38,1,1,30-03-2020,38,0,0,0
Tamil Nadu,67,4,1,30-03-2020,67,18,0,0
Telangana,71,1,1,30-03-2020,71,5,0,0
Uttar Pradesh,82,11,0,30-03-2020,82,17,0,0
West Bengal,22,0,1,30-03-2020,22,4,0,0
Andhra Pradesh,23,1,0,30-03-2020,23,4,0,0
Chandigarh,8,0,0,30-03-2020,8,0,0,0
Delhi,87,6,2,30-03-2020,87,38,0,0
Gujarat,69,1,6,30-03-2020,69,11,0,1
Himachal Pradesh,3,0,1,30-03-2020,3,0,0,0
Karnataka,83,5,3,30-03-2020,83,7,0,0
Ladakh,13,3,0,30-03-2020,13,0,0,0
Maharashtra,198,25,8,30-03-2020,198,12,0,2
Mizoram,1,0,0,30-03-2020,1,0,0,0
Puducherry,1,0,0,30-03-2020,1,0,0,0
Rajasthan,59,3,0,30-03-2020,59,4,0,0
Telangana,71,1,1,30-03-2020,71,0,0,0
Uttarakhand,7,2,0,30-03-2020,7,0,0,0
Andhra Pradesh,40,1,0,31-03-2020,40,17,0,0
Chandigarh,13,0,0,31-03-2020,13,5,0,0
Delhi,97,6,2,31-03-2020,97,10,0,0
Gujarat,73,3,6,31-03-2020,73,4,2,0
Himachal Pradesh,3,0,1,31-03-2020,3,0,0,0
Karnataka,83,5,3,31-03-2020,83,0,0,0
Ladakh,13,3,0,31-03-2020,13,0,0,0
Maharashtra,216,39,9,31-03-2020,216,18,14,1
Mizoram,1,0,0,31-03-2020,1,0,0,0
Puducherry,1,0,0,31-03-2020,1,0,0,0
Rajasthan,74,3,0,31-03-2020,74,15,0,0
Telangana,79,1,1,31-03-2020,79,0,0,0
Uttar Pradesh,101,14,0,31-03-2020,101,19,3,0
West Bengal,26,0,2,31-03-2020,26,4,0,1
Andaman and Nicobar Islands,10,0,0,31-03-2020,10,1,0,0
Bihar,15,0,1,31-03-2020,15,0,0,0
Chhattisgarh,8,0,0,31-03-2020,8,1,0,0
Goa,5,0,0,31-03-2020,5,0,0,0
Haryana,40,21,0,31-03-2020,40,4,3,0
Jammu and Kashmir,54,2,2,31-03-2020,54,6,0,0
Kerala,234,19,1,31-03-2020,234,32,0,0
Madhya Pradesh,47,0,3,31-03-2020,47,0,0,0
Manipur,1,0,0,31-03-2020,1,0,0,0
Odisha,3,0,0,31-03-2020,3,0,0,0
Punjab,41,1,3,31-03-2020,41,3,0,2
Tamil Nadu,74,4,1,31-03-2020,74,7,0,0
Telangana,79,1,1,31-03-2020,79,8,0,0
Uttarakhand,7,2,0,31-03-2020,7,0,0,0
Andhra Pradesh,83,1,0,01-04-2020,83,43,0,0
Bihar,23,0,1,01-04-2020,23,8,0,0
Chhattisgarh,9,2,0,01-04-2020,9,1,2,0
Goa,5,0,0,01-04-2020,5,0,0,0
Haryana,43,21,0,01-04-2020,43,3,0,0
Jammu and Kashmir,62,2,2,01-04-2020,62,8,0,0
Karnataka,101,8,3,01-04-2020,101,18,3,0
Ladakh,13,3,0,01-04-2020,13,0,0,0
Maharashtra,302,39,9,01-04-2020,302,86,0,0
Mizoram,1,0,0,01-04-2020,1,0,0,0
Puducherry,3,1,0,01-04-2020,3,2,1,0
Rajasthan,93,3,0,01-04-2020,93,19,0,0
Telangana,96,1,3,01-04-2020,96,17,0,2
Uttarakhand,7,2,0,01-04-2020,7,0,0,0
Andaman and Nicobar Islands,10,0,0,01-04-2020,10,0,0,0
Assam,1,0,0,01-04-2020,1,,,
Chandigarh,16,0,0,01-04-2020,16,3,0,0
Delhi,152,6,2,01-04-2020,152,55,0,0
Gujarat,82,5,6,01-04-2020,82,9,2,0
Himachal Pradesh,3,0,1,01-04-2020,3,0,0,0
Jharkhand,1,0,0,01-04-2020,1,,,
Kerala,241,23,2,01-04-2020,241,7,4,1
Madhya Pradesh,66,0,3,01-04-2020,66,19,0,0
Manipur,1,0,0,01-04-2020,1,0,0,0
Odisha,4,0,0,01-04-2020,4,1,0,0
Punjab,42,1,3,01-04-2020,42,1,0,0
Tamil Nadu,234,6,1,01-04-2020,234,160,2,0
Telangana,96,1,3,01-04-2020,96,0,0,0
Uttar Pradesh,103,14,2,01-04-2020,103,2,0,2
West Bengal,37,6,3,01-04-2020,37,11,6,1
Andaman and Nicobar Islands,10,0,0,02-04-2020,10,0,0,0
Assam,5,0,0,02-04-2020,5,4,0,0
Chandigarh,16,0,0,02-04-2020,16,0,0,0
Delhi,219,8,4,02-04-2020,219,67,2,2
Gujarat,87,8,7,02-04-2020,87,5,3,1
Himachal Pradesh,3,1,1,02-04-2020,3,0,1,0
Jharkhand,1,0,0,02-04-2020,1,0,0,0
Kerala,265,25,2,02-04-2020,265,24,2,0
Madhya Pradesh,99,0,6,02-04-2020,99,33,0,3
Manipur,1,0,0,02-04-2020,1,0,0,0
Odisha,4,0,0,02-04-2020,4,0,0,0
Punjab,46,1,4,02-04-2020,46,4,0,1
Tamil Nadu,234,6,1,02-04-2020,234,0,0,0
Telangana,107,1,3,02-04-2020,107,0,0,0
Uttarakhand,7,2,0,02-04-2020,7,0,0,0
Andhra Pradesh,86,1,1,02-04-2020,86,3,0,1
Bihar,24,0,1,02-04-2020,24,1,0,0
Chhattisgarh,9,2,0,02-04-2020,9,0,0,0
Goa,5,0,0,02-04-2020,5,0,0,0
Haryana,43,21,0,02-04-2020,43,0,0,0
Jammu and Kashmir,62,2,2,02-04-2020,62,0,0,0
Karnataka,110,9,3,02-04-2020,110,9,1,0
Ladakh,13,3,0,02-04-2020,13,0,0,0
Maharashtra,335,42,13,02-04-2020,335,33,3,4
Mizoram,1,0,0,02-04-2020,1,0,0,0
Puducherry,3,1,0,02-04-2020,3,0,0,0
Rajasthan,108,3,0,02-04-2020,108,15,0,0
Telangana,107,1,3,02-04-2020,107,11,0,0
Uttar Pradesh,113,14,2,02-04-2020,113,10,0,0
West Bengal,53,6,3,02-04-2020,53,16,0,0
Andaman and Nicobar Islands,10,0,0,03-04-2020,10,0,0,0
Arunachal Pradesh,1,0,0,03-04-2020,1,,,
Bihar,29,0,1,03-04-2020,29,5,0,0
Chhattisgarh,9,3,0,03-04-2020,9,0,1,0
Goa,6,0,0,03-04-2020,6,1,0,0
Haryana,49,24,0,03-04-2020,49,6,3,0
Jammu and Kashmir,75,3,2,03-04-2020,75,13,1,0
Karnataka,124,10,3,03-04-2020,124,14,1,0
Ladakh,14,3,0,03-04-2020,14,1,0,0
Maharashtra,335,42,16,03-04-2020,335,0,0,3
Mizoram,1,0,0,03-04-2020,1,0,0,0
Puducherry,5,1,0,03-04-2020,5,2,0,0
Rajasthan,167,3,0,03-04-2020,167,59,0,0
Telangana,158,1,7,03-04-2020,158,51,0,4
Uttar Pradesh,172,14,2,03-04-2020,172,59,0,0
West Bengal,63,3,3,03-04-2020,63,10,-3,0
Andhra Pradesh,132,1,1,03-04-2020,132,46,0,0
Assam,16,0,0,03-04-2020,16,11,0,0
Chandigarh,18,0,0,03-04-2020,18,2,0,0
Delhi,219,8,4,03-04-2020,219,0,0,0
Gujarat,95,10,8,03-04-2020,95,8,2,1
Himachal Pradesh,6,1,1,03-04-2020,6,3,0,0
Jharkhand,2,0,0,03-04-2020,2,1,0,0
Kerala,286,27,2,03-04-2020,286,21,2,0
Madhya Pradesh,104,0,6,03-04-2020,104,5,0,0
Manipur,2,0,0,03-04-2020,2,1,0,0
Odisha,5,0,0,03-04-2020,5,1,0,0
Punjab,48,1,5,03-04-2020,48,2,0,1
Tamil Nadu,309,6,1,03-04-2020,309,75,0,0
Telangana,158,1,7,03-04-2020,158,0,0,0
Uttarakhand,10,2,0,03-04-2020,10,3,0,0
Andhra Pradesh,161,1,1,04-04-2020,161,29,0,0
Assam,24,0,0,04-04-2020,24,8,0,0
Chandigarh,18,0,0,04-04-2020,18,0,0,0
Delhi,445,15,6,04-04-2020,445,226,7,2
Gujarat,105,14,10,04-04-2020,105,10,4,2
Himachal Pradesh,6,1,1,04-04-2020,6,0,0,0
Jharkhand,2,0,0,04-04-2020,2,0,0,0
Kerala,295,41,2,04-04-2020,295,9,14,0
Madhya Pradesh,104,0,6,04-04-2020,104,0,0,0
Manipur,2,0,0,04-04-2020,2,0,0,0
Odisha,5,0,0,04-04-2020,5,0,0,0
Punjab,57,1,5,04-04-2020,57,9,0,0
Tamil Nadu,411,6,2,04-04-2020,411,102,0,1
Telangana,159,1,7,04-04-2020,159,0,0,0
Uttarakhand,16,2,0,04-04-2020,16,6,0,0
Andaman and Nicobar Islands,10,0,0,04-04-2020,10,0,0,0
Arunachal Pradesh,1,0,0,04-04-2020,1,0,0,0
Bihar,30,0,1,04-04-2020,30,1,0,0
Chhattisgarh,9,3,0,04-04-2020,9,0,0,0
Goa,7,0,0,04-04-2020,7,1,0,0
Haryana,49,24,0,04-04-2020,49,0,0,0
Jammu and Kashmir,75,3,2,04-04-2020,75,0,0,0
Karnataka,128,12,3,04-04-2020,128,4,2,0
Ladakh,14,3,0,04-04-2020,14,0,0,0
Maharashtra,490,42,24,04-04-2020,490,155,0,8
Mizoram,1,0,0,04-04-2020,1,0,0,0
Puducherry,5,1,0,04-04-2020,5,0,0,0
Rajasthan,200,21,0,04-04-2020,200,33,18,0
Telangana,159,1,7,04-04-2020,159,1,0,0
Uttar Pradesh,174,19,2,04-04-2020,174,2,5,0
West Bengal,69,3,3,04-04-2020,69,6,0,0
Andaman and Nicobar Islands,10,0,0,05-04-2020,10,0,0,0
Arunachal Pradesh,1,0,0,05-04-2020,1,0,0,0
Bihar,30,0,1,05-04-2020,30,0,0,0
Chhattisgarh,9,3,0,05-04-2020,9,0,0,0
Goa,7,0,0,05-04-2020,7,0,0,0
Haryana,59,25,1,05-04-2020,59,10,1,1
Jammu and Kashmir,106,4,2,05-04-2020,106,31,1,0
Karnataka,144,12,4,05-04-2020,144,16,0,1
Ladakh,14,10,0,05-04-2020,14,0,7,0
Maharashtra,490,42,24,05-04-2020,490,0,0,0
Mizoram,1,0,0,05-04-2020,1,0,0,0
Puducherry,5,1,0,05-04-2020,5,0,0,0
Rajasthan,200,21,0,05-04-2020,200,0,0,0
Telangana,269,32,7,05-04-2020,269,110,31,0
Uttarakhand,22,2,0,05-04-2020,22,6,0,0
Andhra Pradesh,190,1,1,05-04-2020,190,29,0,0
Assam,26,0,0,05-04-2020,26,2,0,0
Chandigarh,18,0,0,05-04-2020,18,0,0,0
Delhi,503,18,7,05-04-2020,503,58,3,1
Gujarat,122,18,11,05-04-2020,122,17,4,1
Himachal Pradesh,6,1,1,05-04-2020,6,0,0,0
Jharkhand,3,0,0,05-04-2020,3,1,0,0
Kerala,306,49,2,05-04-2020,306,11,8,0
Madhya Pradesh,165,0,9,05-04-2020,165,61,0,3
Manipur,2,0,0,05-04-2020,2,0,0,0
Odisha,20,0,0,05-04-2020,20,15,0,0
Punjab,57,1,5,05-04-2020,57,0,0,0
Tamil Nadu,485,6,3,05-04-2020,485,74,0,1
Telangana,269,32,7,05-04-2020,269,0,0,0
Uttar Pradesh,227,19,2,05-04-2020,227,53,0,0
West Bengal,80,10,3,05-04-2020,80,11,7,0
Andaman and Nicobar Islands,10,0,0,06-04-2020,10,0,0,0
Arunachal Pradesh,1,0,0,06-04-2020,1,0,0,0
Bihar,32,0,1,06-04-2020,32,2,0,0
Chhattisgarh,10,8,0,06-04-2020,10,1,5,0
Goa,7,0,0,06-04-2020,7,0,0,0
Haryana,84,25,1,06-04-2020,84,25,0,0
Jammu and Kashmir,109,4,2,06-04-2020,109,3,0,0
Karnataka,151,12,4,06-04-2020,151,7,0,0
Ladakh,14,10,0,06-04-2020,14,0,0,0
Maharashtra,748,56,45,06-04-2020,748,258,14,21
Mizoram,1,0,0,06-04-2020,1,0,0,0
Puducherry,5,1,0,06-04-2020,5,0,0,0
Rajasthan,274,21,0,06-04-2020,274,74,0,0
Telangana,321,34,7,06-04-2020,321,0,0,0
Uttarakhand,26,4,0,06-04-2020,26,4,2,0
Andhra Pradesh,226,1,3,06-04-2020,226,36,0,2
Assam,26,0,0,06-04-2020,26,0,0,0
Chandigarh,18,0,0,06-04-2020,18,0,0,0
Delhi,523,19,7,06-04-2020,523,20,1,0
Gujarat,144,22,12,06-04-2020,144,22,4,1
Himachal Pradesh,13,2,1,06-04-2020,13,7,1,0
Jharkhand,4,0,0,06-04-2020,4,1,0,0
Kerala,314,55,2,06-04-2020,314,8,6,0
Madhya Pradesh,165,0,9,06-04-2020,165,0,0,0
Manipur,2,0,0,06-04-2020,2,0,0,0
Odisha,21,2,0,06-04-2020,21,1,2,0
Punjab,76,4,6,06-04-2020,76,19,3,1
Tamil Nadu,571,8,5,06-04-2020,571,86,2,2
Telangana,321,34,7,06-04-2020,321,52,2,0
Uttar Pradesh,305,21,3,06-04-2020,305,78,2,1
West Bengal,80,10,3,06-04-2020,80,0,0,0
Andaman and Nicobar Islands,10,0,0,07-04-2020,10,0,0,0
Arunachal Pradesh,1,0,0,07-04-2020,1,0,0,0
Bihar,32,0,1,07-04-2020,32,0,0,0
Chhattisgarh,10,9,0,07-04-2020,10,0,1,0
Goa,7,0,0,07-04-2020,7,0,0,0
Haryana,90,25,1,07-04-2020,90,6,0,0
Jammu and Kashmir,116,4,2,07-04-2020,116,7,0,0
Karnataka,175,25,4,07-04-2020,175,24,13,0
Ladakh,14,10,0,07-04-2020,14,0,0,0
Maharashtra,868,56,48,07-04-2020,868,120,0,3
Mizoram,1,0,0,07-04-2020,1,0,0,0
Puducherry,5,1,0,07-04-2020,5,0,0,0
Rajasthan,288,21,3,07-04-2020,288,14,0,3
Telangana,364,35,7,07-04-2020,364,43,1,0
Uttarakhand,31,5,0,07-04-2020,31,5,1,0
Uttar Pradesh,305,21,3,07-04-2020,305,0,0,0
West Bengal,91,13,3,07-04-2020,91,11,3,0
Andhra Pradesh,266,1,3,07-04-2020,266,40,0,0
Assam,26,0,0,07-04-2020,26,0,0,0
Chandigarh,18,7,0,07-04-2020,18,0,7,0
Delhi,576,21,7,07-04-2020,576,53,2,0
Gujarat,165,25,13,07-04-2020,165,21,3,1
Himachal Pradesh,13,2,1,07-04-2020,13,0,0,0
Jharkhand,4,0,0,07-04-2020,4,0,0,0
Kerala,327,58,2,07-04-2020,327,13,3,0
Madhya Pradesh,229,0,13,07-04-2020,229,64,0,4
Manipur,2,0,0,07-04-2020,2,0,0,0
Odisha,42,2,1,07-04-2020,42,21,0,1
Punjab,91,4,7,07-04-2020,91,15,0,1
Tamil Nadu,621,8,5,07-04-2020,621,50,0,0
Telangana,364,35,7,07-04-2020,364,0,0,0
Tripura,1,0,0,07-04-2020,1,,,
Andhra Pradesh,305,5,4,08-04-2020,305,39,4,1
Andaman and Nicobar Islands,10,0,0,08-04-2020,10,0,0,0
Arunachal Pradesh,1,0,0,08-04-2020,1,0,0,0
Bihar,38,0,1,08-04-2020,38,6,0,0
Chhattisgarh,10,9,0,08-04-2020,10,0,0,0
Goa,7,0,0,08-04-2020,7,0,0,0
Haryana,147,28,3,08-04-2020,147,57,3,2
Jammu and Kashmir,116,4,2,08-04-2020,116,0,0,0
Karnataka,175,25,4,08-04-2020,175,0,0,0
Ladakh,14,10,0,08-04-2020,14,0,0,0
Maharashtra,1018,79,64,08-04-2020,1018,150,23,16
Mizoram,1,0,0,08-04-2020,1,0,0,0
Puducherry,5,1,0,08-04-2020,5,0,0,0
Rajasthan,328,21,3,08-04-2020,328,40,0,0
Telangana,427,35,7,08-04-2020,427,0,0,0
Uttarakhand,31,5,0,08-04-2020,31,0,0,0
Uttar Pradesh,343,26,3,08-04-2020,343,38,5,0
West Bengal,99,13,5,08-04-2020,99,8,0,2
Assam,27,0,0,08-04-2020,27,1,0,0
Chandigarh,18,7,0,08-04-2020,18,0,0,0
Delhi,576,21,9,08-04-2020,576,0,0,2
Gujarat,165,25,13,08-04-2020,165,0,0,0
Himachal Pradesh,18,2,1,08-04-2020,18,5,0,0
Jharkhand,4,0,0,08-04-2020,4,0,0,0
Kerala,336,70,2,08-04-2020,336,9,12,0
Madhya Pradesh,229,0,13,08-04-2020,229,0,0,0
Manipur,2,0,0,08-04-2020,2,0,0,0
Odisha,42,2,1,08-04-2020,42,0,0,0
Punjab,91,4,7,08-04-2020,91,0,0,0
Tamil Nadu,690,19,7,08-04-2020,690,69,11,2
Telangana,427,35,7,08-04-2020,427,63,0,0
Tripura,1,0,0,08-04-2020,1,0,0,0
Andhra Pradesh,348,6,4,09-04-2020,348,43,1,0
Andaman and Nicobar Islands,11,0,0,09-04-2020,11,1,0,0
Arunachal Pradesh,1,0,0,09-04-2020,1,0,0,0
Bihar,39,0,1,09-04-2020,39,1,0,0
Chhattisgarh,10,9,0,09-04-2020,10,0,0,0
Goa,7,0,0,09-04-2020,7,0,0,0
Haryana,169,29,3,09-04-2020,169,22,1,0
Jammu and Kashmir,158,4,4,09-04-2020,158,42,0,2
Karnataka,181,28,5,09-04-2020,181,6,3,1
Ladakh,14,10,0,09-04-2020,14,0,0,0
Maharashtra,1135,117,72,09-04-2020,1135,117,38,8
Mizoram,1,0,0,09-04-2020,1,0,0,0
Puducherry,5,1,0,09-04-2020,5,0,0,0
Rajasthan,383,21,3,09-04-2020,383,55,0,0
Telangana,442,35,7,09-04-2020,442,15,0,0
Uttar Pradesh,410,31,4,09-04-2020,410,67,5,1
West Bengal,103,16,5,09-04-2020,103,4,3,0
Assam,28,0,0,09-04-2020,28,1,0,0
Chandigarh,18,7,0,09-04-2020,18,0,0,0
Delhi,669,21,9,09-04-2020,669,93,0,0
Gujarat,179,25,16,09-04-2020,179,14,0,3
Himachal Pradesh,18,2,1,09-04-2020,18,0,0,0
Jharkhand,13,0,0,09-04-2020,13,9,0,0
Kerala,345,83,2,09-04-2020,345,9,13,0
Madhya Pradesh,259,0,16,09-04-2020,259,30,0,3
Manipur,2,1,0,09-04-2020,2,0,1,0
Odisha,42,2,1,09-04-2020,42,0,0,0
Punjab,101,4,8,09-04-2020,101,10,0,1
Tamil Nadu,738,21,8,09-04-2020,738,48,2,1
Telangana,442,35,7,09-04-2020,442,0,0,0
Tripura,1,0,0,09-04-2020,1,0,0,0
Uttarakhand,35,5,0,09-04-2020,35,4,0,0
Andhra Pradesh,363,7,6,10-04-2020,363,15,1,2
Assam,29,0,0,10-04-2020,29,1,0,0
Chandigarh,18,7,0,10-04-2020,18,0,0,0
Delhi,898,25,13,10-04-2020,898,229,4,4
Gujarat,241,26,17,10-04-2020,241,62,1,1
Himachal Pradesh,28,6,1,10-04-2020,28,10,4,0
Jharkhand,13,0,1,10-04-2020,13,0,0,1
Kerala,357,96,2,10-04-2020,357,12,13,0
Madhya Pradesh,259,0,16,10-04-2020,259,0,0,0
Manipur,2,1,0,10-04-2020,2,0,0,0
Odisha,44,2,1,10-04-2020,44,2,0,0
Punjab,132,5,11,10-04-2020,132,31,1,3
Tamil Nadu,834,21,8,10-04-2020,834,96,0,0
Telangana,473,35,7,10-04-2020,473,0,0,0
Uttar Pradesh,431,32,4,10-04-2020,431,21,1,0
West Bengal,116,16,5,10-04-2020,116,13,0,0
Andaman and Nicobar Islands,11,0,0,10-04-2020,11,0,0,0
Arunachal Pradesh,1,0,0,10-04-2020,1,0,0,0
Bihar,60,0,1,10-04-2020,60,21,0,0
Chhattisgarh,10,9,0,10-04-2020,10,0,0,0
Goa,7,1,0,10-04-2020,7,0,1,0
Haryana,169,29,3,10-04-2020,169,0,0,0
Jammu and Kashmir,184,6,4,10-04-2020,184,26,2,0
Karnataka,197,30,6,10-04-2020,197,16,2,1
Ladakh,15,10,0,10-04-2020,15,1,0,0
Maharashtra,1364,125,97,10-04-2020,1364,229,8,25
Mizoram,1,0,0,10-04-2020,1,0,0,0
Puducherry,5,1,0,10-04-2020,5,0,0,0
Rajasthan,463,21,3,10-04-2020,463,80,0,0
Telangana,473,35,7,10-04-2020,473,31,0,0
Tripura,1,0,0,10-04-2020,1,0,0,0
Uttarakhand,35,5,0,10-04-2020,35,0,0,0
Andhra Pradesh,381,11,6,11-04-2020,381,18,4,0
Assam,29,0,1,11-04-2020,29,0,0,1
Chandigarh,18,7,0,11-04-2020,18,0,0,0
Delhi,903,25,14,11-04-2020,903,5,0,1
Gujarat,308,31,19,11-04-2020,308,67,5,2
Himachal Pradesh,28,6,1,11-04-2020,28,0,0,0
Jharkhand,17,0,1,11-04-2020,17,4,0,0
Kerala,364,123,2,11-04-2020,364,7,27,0
Madhya Pradesh,443,0,33,11-04-2020,443,184,0,17
Manipur,2,1,0,11-04-2020,2,0,0,0
Odisha,48,2,1,11-04-2020,48,4,0,0
Punjab,132,5,11,11-04-2020,132,0,0,0
Tamil Nadu,911,44,8,11-04-2020,911,77,23,0
Telangana,504,43,9,11-04-2020,504,31,8,2
Uttar Pradesh,433,32,4,11-04-2020,433,2,0,0
West Bengal,126,16,5,11-04-2020,126,10,0,0
Andaman and Nicobar Islands,11,0,0,11-04-2020,11,0,0,0
Arunachal Pradesh,1,0,0,11-04-2020,1,0,0,0
Bihar,60,0,1,11-04-2020,60,0,0,0
Chhattisgarh,18,9,0,11-04-2020,18,8,0,0
Goa,7,1,0,11-04-2020,7,0,0,0
Haryana,177,29,3,11-04-2020,177,8,0,0
Jammu and Kashmir,207,6,4,11-04-2020,207,23,0,0
Karnataka,214,37,6,11-04-2020,214,17,7,0
Ladakh,15,10,0,11-04-2020,15,0,0,0
Maharashtra,1574,188,110,11-04-2020,1574,210,63,13
Mizoram,1,0,0,11-04-2020,1,0,0,0
Puducherry,7,1,0,11-04-2020,7,2,0,0
Rajasthan,553,21,3,11-04-2020,553,90,0,0
Telangana,504,43,9,11-04-2020,504,0,0,0
Tripura,2,0,0,11-04-2020,2,1,0,0
Uttarakhand,35,5,0,11-04-2020,35,0,0,0
Andhra Pradesh,381,11,6,12-04-2020,381,0,0,0
Assam,29,0,1,12-04-2020,29,0,0,0
Chandigarh,19,7,0,12-04-2020,19,1,0,0
Delhi,1069,25,19,12-04-2020,1069,166,0,5
Gujarat,432,44,22,12-04-2020,432,124,13,3
Himachal Pradesh,32,6,1,12-04-2020,32,4,0,0
Jharkhand,17,0,1,12-04-2020,17,0,0,0
Kerala,374,142,2,12-04-2020,374,10,19,0
Madhya Pradesh,564,0,36,12-04-2020,564,121,0,3
Manipur,2,1,0,12-04-2020,2,0,0,0
Odisha,54,12,1,12-04-2020,54,6,10,0
Punjab,151,5,11,12-04-2020,151,19,0,0
Tamil Nadu,969,44,10,12-04-2020,969,58,0,2
Telangana,504,43,9,12-04-2020,504,0,0,0
Uttar Pradesh,452,45,5,12-04-2020,452,19,13,1
West Bengal,134,19,5,12-04-2020,134,8,3,0
Andaman and Nicobar Islands,11,10,0,12-04-2020,11,0,10,0
Arunachal Pradesh,1,0,0,12-04-2020,1,0,0,0
Bihar,64,19,1,12-04-2020,64,4,19,0
Chhattisgarh,25,10,0,12-04-2020,25,7,1,0
Goa,7,5,0,12-04-2020,7,0,4,0
Haryana,185,29,3,12-04-2020,185,8,0,0
Jammu and Kashmir,224,6,4,12-04-2020,224,17,0,0
Karnataka,226,37,6,12-04-2020,226,12,0,0
Ladakh,15,10,0,12-04-2020,15,0,0,0
Maharashtra,1761,208,127,12-04-2020,1761,187,20,17
Mizoram,1,0,0,12-04-2020,1,0,0,0
Puducherry,7,1,0,12-04-2020,7,0,0,0
Rajasthan,700,21,3,12-04-2020,700,147,0,0
Telangana,504,43,9,12-04-2020,504,0,0,0
Tripura,2,0,0,12-04-2020,2,0,0,0
Uttarakhand,35,5,0,12-04-2020,35,0,0,0
Andhra Pradesh,432,11,7,13-04-2020,432,51,0,1
Assam,31,0,1,13-04-2020,31,2,0,0
Chandigarh,21,7,0,13-04-2020,21,2,0,0
Delhi,1154,27,24,13-04-2020,1154,85,2,5
Gujarat,539,47,26,13-04-2020,539,107,3,4
Himachal Pradesh,32,13,1,13-04-2020,32,0,7,0
Jharkhand,19,0,2,13-04-2020,19,2,0,1
Kerala,376,179,3,13-04-2020,376,2,37,1
Madhya Pradesh,604,44,43,13-04-2020,604,40,44,7
Manipur,2,1,0,13-04-2020,2,0,0,0
Nagaland,1,0,0,13-04-2020,1,,,
Puducherry,7,1,0,13-04-2020,7,0,0,0
Rajasthan,812,21,3,13-04-2020,812,112,0,0
Telangana,562,100,16,13-04-2020,562,58,57,7
Uttar Pradesh,483,47,5,13-04-2020,483,31,2,0
West Bengal,152,29,7,13-04-2020,152,18,10,2
Andaman and Nicobar Islands,11,10,0,13-04-2020,11,0,0,0
Arunachal Pradesh,1,0,0,13-04-2020,1,0,0,0
Bihar,64,26,1,13-04-2020,64,0,7,0
Chhattisgarh,31,10,0,13-04-2020,31,6,0,0
Goa,7,5,0,13-04-2020,7,0,0,0
Haryana,185,29,3,13-04-2020,185,0,0,0
Jammu and Kashmir,245,6,4,13-04-2020,245,21,0,0
Karnataka,247,59,6,13-04-2020,247,21,22,0
Ladakh,15,10,0,13-04-2020,15,0,0,0
Maharashtra,1985,217,149,13-04-2020,1985,224,9,22
Mizoram,1,0,0,13-04-2020,1,0,0,0
Odisha,54,12,1,13-04-2020,54,0,0,0
Punjab,167,14,11,13-04-2020,167,16,9,0
Tamil Nadu,1075,50,11,13-04-2020,1075,106,6,1
Telangana,562,100,16,13-04-2020,562,0,0,0
Tripura,2,0,0,13-04-2020,2,0,0,0
Uttarakhand,35,5,0,13-04-2020,35,0,0,0
Andhra Pradesh,473,14,9,14-04-2020,473,41,3,2
Assam,31,0,1,14-04-2020,31,0,0,0
Chandigarh,21,7,0,14-04-2020,21,0,0,0
Delhi,1510,30,28,14-04-2020,1510,356,3,4
Gujarat,617,55,26,14-04-2020,617,78,8,0
Himachal Pradesh,32,13,1,14-04-2020,32,0,0,0
Jharkhand,24,0,2,14-04-2020,24,5,0,0
Kerala,379,198,3,14-04-2020,379,3,19,0
Madhya Pradesh,730,51,50,14-04-2020,730,126,7,7
Manipur,2,1,0,14-04-2020,2,0,0,0
Mizoram,1,0,0,14-04-2020,1,0,0,0
Odisha,55,18,1,14-04-2020,55,1,6,0
Punjab,176,14,12,14-04-2020,176,9,0,1
Tamil Nadu,1173,58,11,14-04-2020,1173,98,8,0
Telangana,624,100,17,14-04-2020,624,0,0,0
Uttarakhand,35,7,0,14-04-2020,35,0,2,0
Uttar Pradesh,657,49,5,14-04-2020,657,174,2,0
West Bengal,190,36,7,14-04-2020,190,38,7,0
Andaman and Nicobar Islands,11,10,0,14-04-2020,11,0,0,0
Arunachal Pradesh,1,0,0,14-04-2020,1,0,0,0
Bihar,66,26,1,14-04-2020,66,2,0,0
Chhattisgarh,31,10,0,14-04-2020,31,0,0,0
Goa,7,5,0,14-04-2020,7,0,0,0
Haryana,199,34,3,14-04-2020,199,14,5,0
Jammu and Kashmir,270,16,4,14-04-2020,270,25,10,0
Karnataka,258,65,9,14-04-2020,258,11,6,3
Ladakh,15,10,0,14-04-2020,15,0,0,0
Maharashtra,2337,229,160,14-04-2020,2337,352,12,11
Meghalaya,1,0,0,14-04-2020,1,,,
Nagaland,1,0,0,14-04-2020,1,0,0,0
Puducherry,7,1,0,14-04-2020,7,0,0,0
Rajasthan,879,133,3,14-04-2020,879,67,112,0
Telangana,624,100,17,14-04-2020,624,62,0,1
